Row,test,total_changed_90,description_length,total_methods,total_token,total_added_lines,dmm_unit_interfacing,TokenDensity,GunningFog,LexicalDiversity
Qt_2079,1,2,0,5635,123,4,0.751505591,19.20797897,64.27777778,5.078475336
Qt_5433,0,7,0,0,0,10,2.254264435,8.541610845,34.73684211,7.131756757
Qt_19387,0,119,0,0,0,3192,7.471255008,6.287179424,28.11764706,6.914027149
Qt_8534,0,2,0,0,0,12,0,19.85610716,59.96428571,5.85840708
Qt_4140,0,3,0,1015,41,7,0,10.95319974,37.47058824,6.386986301
Qt_12473,1,15,4,1509,36,0,1.345859581,25.30576019,79.75,5.293013556
Qt_13488,3,38,1,9924,235,390,2.092008398,82.94054151,229.2903226,4.620570866
Qt_13042,0,33,0,22301,632,125,1.213273321,53.14905344,155.4705882,4.522753792
Qt_14894,0,5,0,1288,45,2,0,8.148848987,30.16666667,6.6271777
Qt_21697,1,21,0,4772,127,4,0.314493784,11.6982517,44.29411765,5.879310345
Qt_8258,0,80,0,0,0,2,0,6.613727351,25.68421053,6.757936508
Qt_24277,0,1,0,0,0,1,0,6.289184318,24.55,7.648351648
Qt_1026,0,0,0,58896,2026,134,2.158573369,88.58285044,243.1212121,3.968963943
Qt_4969,0,32,0,19862,665,2,0.773929596,11.11477588,41.15789474,6.362831858
Qt_20163,1,38,0,17342,417,0,0,6.26016628,23.94444444,6.951965066
Qt_5411,0,191,0,0,0,10,3.883990938,6.57610984,30.26315789,6.6
Qt_5046,0,11,0,0,0,12,2.423533536,7.013484043,29.375,5.888172043
Qt_1205,0,41,0,4001,96,51,0.6216712,26.79708552,77.76470588,4.503296703
Qt_16658,0,53,0,13749,569,0,1.099306575,12.7029538,44.47826087,6.262605042
Qt_20225,0,13,0,2053,75,2,0,7.325489297,30.27777778,6.865671642
Qt_16689,0,26,0,2823,98,10,0.475305451,12.6227932,44.85,5.867867868
Qt_11779,0,20,0,2879,37,2,0,7.723273764,26.3,6.493150685
Qt_19705,0,20,0,684,25,0,0,7.529973856,26.47058824,6.946721311
Qt_7652,0,2,0,8826,289,17,2.324161957,11.95759212,51.64705882,6.640151515
Qt_17957,0,1,0,0,0,1,0,6.043294118,25,7.136150235
Qt_336,0,1,0,0,0,1,0,7.606870144,24.94117647,6.6875
Qt_16368,0,26,0,3289,143,15,1.803984577,17.7145142,64.94736842,5.645631068
Qt_8498,0,0,1,0,0,0,0,20.85884848,72.6,6.371541502
Qt_2469,1,1,0,7452,107,5,0.041205259,25.30902234,86.15,5.255613126
Qt_21874,1,115,0,59762,1661,9,1.731984623,25.24563372,91.29411765,5.949602122
Qt_24129,1,10,0,7135,21,6,0,14.57959378,55.45,6.068627451
Qt_11638,0,1,0,0,0,10,0,9.994985222,40.6,6.679245283
Qt_21878,0,2,0,4842,200,3,1.023882466,11.85735371,45.05882353,6.627218935
Qt_4852,0,14,0,1409,30,1,2.631401297,32.03213412,101.4,5.804658152
Qt_8320,0,0,1,0,0,0,0,13.22878802,47.40909091,5.751605996
Qt_8232,74,289,0,572602,5242,1398,12.99605443,6.40452381,33.05555556,6.853333333
Qt_3575,0,1,0,0,0,0,0,6.720057471,24.16666667,6.983122363
Qt_7426,0,244,0,0,0,1,0,6.05906463,20.31578947,6.890410959
Qt_23512,1,6,0,17653,223,2,0.485755327,14.26898519,52.73684211,6.26405868
Qt_398,0,2,0,2429,37,0,0.389975,8.738699012,32.23529412,6.72761194
Qt_22046,0,7,0,0,0,1,0,7.082055354,24.42105263,6.909774436
Qt_10412,2,11,8,14373,539,25,1.730452339,57.9690514,167.8095238,3.766151046
Qt_12740,0,202,0,85221,1879,177,9.840933426,6.664411765,30.58823529,7.219298246
Qt_8853,1,12,0,16955,615,1,0.298908513,12.90496204,43.78947368,6.467821782
Qt_9055,0,0,0,8868,263,1,0,6.931695906,27.94736842,6.764258555
Qt_7686,1,8,0,6152,83,14,0,6.807142857,29.33333333,6.279569892
Qt_9301,0,0,0,0,0,27,0,13.88185219,57.35294118,6.511551155
Qt_5028,0,2,0,857,22,22,0.198639721,11.30597818,38.85185185,6.035242291
Qt_16609,0,21,0,3070,126,1,0.5,6.720454545,27.5,6.667924528
Qt_9102,1,79,0,42003,940,9,2.399871428,18.83634283,66.57894737,6.018229167
Qt_11536,0,22,0,10499,431,35,0.357632345,10.19945658,40.3,6.339285714
Qt_20668,0,1,0,4704,88,6,0,13.39688155,51.52941176,5.296969697
Qt_18791,0,11,0,9571,286,3,0,9.486414182,34.35294118,6.171206226
Qt_6179,0,26,0,8413,369,0,0,8.033595018,31.11764706,6.66539924
Qt_14745,0,31,0,9989,275,134,2.596078564,36.41892659,111.7,5.12150838
Qt_15510,0,8,0,690,0,1,0,7.317242821,24.82352941,6.849557522
Qt_26152,0,20,0,4197,18,29,0.470279688,15.25526979,54.26315789,5.37244898
Qt_16556,1,6,0,10416,100,0,0,7.910620354,32.38888889,6.682835821
Qt_8114,0,12,0,6312,115,1,0,7.803735546,27.52941176,6.765690377
Qt_19608,0,259,0,92371,2850,42,2.672154273,39.57583451,127.65,3.86013986
Qt_7298,0,4,0,3283,73,11,0,24.88641975,81,5.634854772
Qt_8372,0,1,0,0,0,1,0,8.100935829,25.88235294,6.945736434
Qt_6209,0,46,0,0,0,1,0,6.487802569,25.58823529,6.90625
Qt_9976,0,68,0,0,0,150,2.533038732,52.5796748,159.4444444,5.670149254
Qt_27056,2,1,1,35300,803,1,1.063671747,20.27916667,73.75,5.466819222
Qt_20595,0,23,0,9226,416,1,0,6.885446906,27.17647059,6.604166667
Qt_959,0,3,0,2537,77,2,0.5,8.153333333,32.77777778,6.513307985
Qt_23484,0,87,0,28568,618,25,0.86083331,18.855,68.83333333,5.30071599
Qt_9237,1,4,0,1266,19,21,0,10.87928633,44.94736842,5.474320242
Qt_26071,0,6,0,1185,49,0,0,8.425951098,26.73684211,6.760135135
Qt_3593,0,9,0,2883,130,1,0,7.007143614,26.11764706,7.017021277
Qt_2964,0,0,0,0,0,0,0,6.588704563,23.94444444,6.851694915
Qt_26308,0,5,0,1676,82,1,0,8.847473958,28.44444444,6.836734694
Qt_4564,0,0,0,2,0,55,0,9.005891813,37.89473684,6.741496599
Qt_25386,0,44,0,16625,616,2,0.5,7.640526316,31.05263158,6.286245353
Qt_5006,0,2,0,0,0,2,0,7.045,24,6.960352423
Qt_8730,0,5,0,6282,238,2,0,6.52688438,26.21052632,7.190114068
Qt_9191,0,286,0,0,0,9,3.551798128,6.367499525,29.15789474,6.632231405
Qt_19251,0,24,0,18790,684,1,0.389975,8.32132864,30.47058824,6.972
Qt_25807,0,9,0,2810,77,1,0,8.012355801,36.29411765,6.646825397
Qt_4707,0,7,0,0,0,1,0,6.502527473,24.76190476,6.910034602
Qt_5347,0,10,0,8363,388,4,0,11.70564676,46.70588235,5.762820513
Qt_7808,3,102,1,27416,719,22,4.086148312,52.5124658,151.3181818,4.405464481
Qt_24929,0,88,0,10516,380,68,5.158379126,19.90678766,72.37142857,7.203651685
Qt_25042,0,122,0,54110,2260,139,1.289796797,14.7230404,54.62758621,4.501934771
Qt_5718,0,1,0,0,0,1,0.027475638,14.50775169,54.23529412,6.243323442
Qt_4253,0,5,0,10935,562,9,1.125548163,14.0563312,51.39130435,5.980176211
Qt_174,0,0,0,19023,634,1,0,5.998958048,24.80952381,6.547528517
Qt_17019,0,58,0,69596,2394,7,0.87300644,15.7835076,62.16666667,5.736526946
Qt_18303,0,5,0,0,0,1,0,6.57514881,24.88888889,7.004166667
Qt_7121,0,0,0,859,38,2,0.5,6.385698925,27.55555556,6.444915254
Qt_5666,0,12,0,4648,235,8,1.420158359,12.84511577,50.36842105,5.467692308
Qt_26862,1,1,0,1325,19,0,0,15.78518852,57.15789474,7.109913793
Qt_12619,0,43,0,0,0,1,0,4.980656566,22.90909091,7.118110236
Qt_15867,0,20,0,3569,131,21,0.660983585,22.56938924,70.36363636,5.706293706
Qt_17606,0,11,0,847,55,4,1.528320834,8.703921694,34.52631579,6.684397163
Qt_23376,0,134,0,431788,9904,15,4.036740728,57.18112425,168.7941176,5.277845036
Qt_5949,2,62,3,2173,48,3,1.676512646,43.17464493,130.52,5.171926007
Qt_24324,0,10,0,925,35,7,0.401050703,14.73434439,46.88888889,5.821333333
Qt_12556,1,5,0,429,16,2,0,5.94969552,25.47368421,7.420408163
Qt_12062,0,13,0,1884,72,635,0.798368302,44.64910168,129.8717949,4.969489742
Qt_1964,1,2,4,10164,345,2,1.064777147,63.72296997,187,4.725573946
Qt_23303,0,6,0,3342,108,1,0,7.969293378,28.05882353,6.412451362
Qt_21866,0,1,0,652,19,2,0,10.70857678,39.55555556,6.620481928
Qt_18338,0,2,0,0,0,9,0,14.95104004,55.31111111,6.723362659
Qt_13815,1,11,0,11967,238,3,0,9.982753769,39.8,7.565340909
Qt_7385,0,3,0,333,7,89,0.201156559,18.28657476,63.31818182,5.497925311
Qt_2200,0,2,0,3108,117,3,0,8.846539262,35.61111111,6.835526316
Qt_3398,0,19,0,0,0,2,0,5.457435744,22.76190476,6.979166667
Qt_16634,0,7,0,2810,81,0,0.556603132,12.37620639,44.52941176,5.510086455
Qt_4046,0,19,0,5970,171,15,0.517556332,24.00141727,76.27272727,5.912721893
Qt_22245,0,68,0,20346,695,123,1.275263985,24.32826748,78.33333333,5.327777778
Qt_9308,0,275,0,0,0,8,3.199584239,6.154278661,28.05263158,6.665271967
Qt_8924,0,3,0,178,4,68,0.977131065,14.90093023,43,5.289552239
Qt_6282,0,21,0,0,0,1,0,6.013632531,20.36842105,6.944954128
Qt_18375,0,18,0,2475,80,5,1.37912823,17.71406503,55.23529412,5.256476684
Qt_22356,0,58,0,24868,376,1,0,17.16016182,67.78947368,6.209302326
Qt_21257,0,3,0,0,0,1,0.5,7.874652278,30.88888889,7.135338346
Qt_328,0,1,0,5825,150,3,0,6.684558342,24.95238095,6.34082397
Qt_4637,0,8,0,4677,122,1,0,7.158993711,29.44444444,7.214559387
Qt_12808,0,1,0,0,0,2,0.5,5.609002013,28.89473684,7.472103004
Qt_12060,0,28,0,0,0,70,0,47.24016894,154.137931,5.475649351
Qt_429,0,2,0,2696,77,124,0.699137556,21.17529623,74.35,5.419282511
Qt_21591,0,18,0,2037,58,0,0,8.8225,26.66666667,6.933823529
Qt_15575,0,28,0,6655,220,1,0,7.630471561,28.47058824,6.62605042
Qt_2478,0,29,0,10150,334,18,1.48539949,24.1826771,80.875,5.883076923
Qt_4288,0,34,0,16191,580,9,1.621604609,30.37221392,95.82352941,4.466666667
Qt_26725,2,166,0,48005,825,43,0.998725167,22.21321174,72.87692308,5.409749035
Qt_11366,0,24,0,0,0,1,0,6.04233677,32.33333333,7.075555556
Qt_12064,0,39,0,25134,966,657,0.516810666,40.14011204,133.9069767,5.604581673
Qt_5532,0,6,0,12827,312,1,0,6.928415301,27.11111111,7.426294821
